category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,assignment_group,priority,reassignment_count,predicted_by_model
Hardware,Closed,2024-01-13 7:11:08,2024-01-09 7:10:00,Luke Wilson,INC000000973,system,UK,Charlie Whitherspoon,Bud Richman,2024-01-13 7:11:08,The laptop hard drive is failing,Hardware,2 - High,0,TRUE
Software,Closed,2024-01-19 7:24:42,2024-01-10 15:21:00,Beth Anglin,INC000000974,system,Australia,Howard Johnson,Bud Richman,2024-01-19 7:24:42,Application error in windows 10,Software,2 - High,0,TRUE
Inquiry / Help,Resolved,2024-01-19 7:24:42,2024-01-10 15:21:00,Howard Johnson,INC0000053,admin,"261 North Highway 101, Solana Beach,CA",Beth Anglin,Margaret Grey,2024-01-21 14:31:46,The SAP HR application is not accessible,Software,1 - Critical,0,TRUE
Inquiry / Help,Closed,2023-11-08 6:15:26,2023-11-05 19:34:00,Luke Wilson,INC0008111,admin,,Fred Luddy,System Administrator,2023-11-07 11:30:00,Cannot sign into the company portal app,Network,5 - Planning,1,FALSE
,Resolved,2023-11-12 8:41:55,2023-11-06 4:39:00,Luke Wilson,INC0000048,admin,San Diego,ITIL User,Luke Wilson,2023-11-11 22:19:34,Having problems with Sales Tools performance,Service Desk,4 - Low,1,FALSE
,Resolved,2023-11-07 11:30:00,2023-11-06 11:30:00,Luke Wilson,INC0000018,admin,"400 Pryor Street Southwest, Atlanta,GA",ITIL User,Taylor Vreeland,2023-11-13 13:05:36,Sales forecast spreadsheet is READ ONLY,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-11-11 22:19:34,2023-11-07 2:57:00,Charlie Whitherspoon,INC0000930,admin,,brad Haddin,brad Haddin,2023-11-18 17:10:46,Unable to downgrade Clipboard Manager tool,Service Desk,5 - Planning,2,FALSE
Inquiry / Help,Resolved,2023-11-13 13:05:36,2023-11-07 19:50:00,Fred Luddy,INC0000021,admin,"2617 South Robinson Avenue, Oklahoma City,OK",Beth Anglin,Fred Luddy,2023-11-24 6:22:47,New employee hire,Service Desk,5 - Planning,1,FALSE
Hardware,Closed,2023-11-10 6:22:47,2023-11-08 5:51:00,Luke Wilson,INC0000025,admin,"324 South State Street, Salt Lake City,UT",ITIL User,Don Goodliffe,2023-11-14 12:04:58,Need to add more memory to laptop,Network,1 - Critical,3,FALSE
Inquiry / Help,Resolved,2023-11-09 6:22:47,2023-11-08 19:58:00,Luke Wilson,INC0000031,admin,Hamburg,David Loo,Joe Employee,2023-11-19 6:43:16,Need help with Remedy. Can we configure UI?,Service Desk,1 - Critical,4,FALSE
Inquiry / Help,Resolved,2023-11-14 12:04:58,2023-11-09 0:45:00,Luke Wilson,INC0000040,admin,"1050 Sunnyview Road Northeast, Salem,OR",ITIL User,Bud Richman,2023-11-20 13:58:24,JavaScript error on hiring page of corporate website,Service Desk,3 - Moderate,1,FALSE
Inquiry / Help,Resolved,2023-11-19 6:43:16,2023-11-09 12:54:00,Howard Johnson,INC0008112,admin,,Fred Luddy,survey user,2023-11-25 13:45:39,Assessment :  ATF Assessor,Service Desk,5 - Planning,5,FALSE
Database,Closed,2023-11-20 13:58:24,2023-11-10 16:18:00,Beth Anglin,INC0000007,admin,San Diego,Luke Wilson,Joe Employee,2023-11-23 8:35:34,Need access to sales DB for the West,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-11-25 13:45:39,2023-11-11 21:57:00,Fred Luddy,INC0010001,system,,Howard Johnson,Abel Tuter,2023-11-15 18:59:00,incident for router crash,Network,5 - Planning,6,FALSE
Inquiry / Help,Resolved,2023-11-23 8:35:34,2023-11-12 4:33:00,Luke Wilson,INC0000058,admin,,Fred Luddy,Bow Ruggeri,2023-11-27 6:06:20,Performance problems with email,Service Desk,5 - Planning,7,FALSE
Software,Closed,2024-01-21 17:52:21,2024-01-15 14:42:00,Fred Luddy,INC0000051,admin,San Diego,Don Goodliffe,Joe Employee,2024-01-26 14:08:14,Manager can't access SAP Controlling application,Software,1 - Critical,0,TRUE
Inquiry / Help,Closed,2023-11-27 6:06:20,2023-11-14 19:32:00,Beth Anglin,INC0001990,admin,,Fred Luddy,Problem CoordinatorATF,2023-11-28 8:39:38,Unable to access the personal details section in payroll portal,Service Desk,5 - Planning,1,FALSE
Software,Closed,2023-11-23 15:56:17,2023-11-15 7:35:00,Fred Luddy,INC0000019,admin,"Five Points 2009 Fairview RD, Raleigh, NC",Fred Luddy,Fred Luddy,2023-11-21 1:30:21,Can't launch 64-bit Windows 7 virtual machine,Service Desk,2 - High,1,FALSE
Software,Resolved,2023-11-28 8:39:38,2023-11-15 19:05:00,Beth Anglin,INC0000027,admin,"Five Points 2009 Fairview RD, Raleigh, NC",ITIL User,Fred Luddy,2023-11-23 5:26:07,Please remove the latest hotfix from my PC,Service Desk,2 - High,1,FALSE
Inquiry / Help,Closed,2023-11-21 1:30:21,2023-11-17 7:33:00,Luke Wilson,INC0010002,admin,,,Andrew Chen,2023-11-19 13:31:45,Request for router upgrade on KX5000,Service Desk,5 - Planning,2,FALSE
Hardware,Resolved,2023-11-23 5:26:07,2023-11-17 11:41:00,Luke Wilson,INC0000041,admin,,ITIL User,Bow Ruggeri,2023-11-25 18:11:25,My desk phone does not work,Service Desk,3 - Moderate,1,FALSE
Software,Resolved,2023-11-19 13:31:45,2023-11-18 2:05:00,Fred Luddy,INC0009005,admin,,Fred Luddy,David Miller,2023-11-24 19:39:37,Email server is down.,Service Desk,1 - Critical,3,FALSE
Inquiry / Help,Closed,2023-11-25 18:11:25,2023-11-19 2:52:00,Howard Johnson,INC0009009,admin,,Luke Wilson,David Miller,2023-11-27 12:48:59,Unable to access the shared folder.,Service Desk,4 - Low,4,FALSE
Inquiry / Help,Closed,2023-11-24 19:39:37,2023-11-19 11:06:00,Fred Luddy,INC0000057,admin,,Howard Johnson,Bertie Luby,2023-11-29 21:52:24,Performance problems with wifi,Service Desk,5 - Planning,5,FALSE
Hardware,Closed,2023-11-27 12:48:59,2023-11-21 4:00:00,Fred Luddy,INC0000601,system,,Fred Luddy,Beth Anglin,2023-11-29 19:40:37,The USB port on my PC stopped working,Service Desk,5 - Planning,6,FALSE
Inquiry / Help,Resolved,2023-11-29 21:52:24,2023-11-22 8:43:00,Luke Wilson,INC0010007,admin,,Howard Johnson,Abel Tuter,2023-12-01 23:08:08,Cannot login to the server,Service Desk,3 - Moderate,7,FALSE
Software,Closed,2023-11-29 19:40:37,2023-11-23 8:47:00,Charlie Whitherspoon,INC0009004,system,,Fred Luddy,David Miller,2023-12-09 22:53:40,Defect tracking tool is down.,Service Desk,3 - Moderate,1,FALSE
Inquiry / Help,Resolved,2023-12-01 23:08:08,2023-11-23 15:24:00,Howard Johnson,INC0009001,admin,,Fred Luddy,David Miller,2023-12-06 22:33:02,Unable to post content on a Wiki page,Service Desk,3 - Moderate,2,FALSE
Hardware,Closed,2023-12-09 22:53:40,2023-11-24 19:27:00,Luke Wilson,INC0009002,system,,Bud Richman,David Miller,2023-12-13 3:48:20,My computer is not detecting the headphone device,Service Desk,3 - Moderate,3,FALSE
Software,Resolved,2023-12-06 22:33:02,2023-11-27 20:26:00,Fred Luddy,INC0010006,admin,,Bud Richman,Abel Tuter,2023-12-06 6:18:20,Unable to edit wiki,Service Desk,3 - Moderate,4,FALSE
Inquiry / Help,Resolved,2023-12-13 3:48:20,2023-11-28 6:30:00,Luke Wilson,INC0000014,system,San Diego,Bud Richman,Bow Ruggeri,2023-12-05 17:32:49,Missing my home directory,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Resolved,2023-12-06 6:18:20,2023-11-29 1:39:00,Beth Anglin,INC0000020,admin,"400 Pryor Street Southwest, Atlanta,GA",ITIL User,Fred Luddy,2023-12-01 4:31:00,"I need a replacement iPhone, please",Service Desk,5 - Planning,1,FALSE
Software,Resolved,2023-12-05 17:32:49,2023-11-29 7:33:00,Howard Johnson,INC0000012,admin,"324 South State Street, Salt Lake City,UT",David Loo,Don Goodliffe,2023-12-05 2:10:03,Customer didn't receive eFax,Database,5 - Planning,1,FALSE
Database,Closed,2023-12-01 4:31:00,2023-11-30 4:31:00,Luke Wilson,INC0000010,admin,San Diego,Don Goodliffe,Fred Luddy,2023-12-10 5:44:39,Need Oracle 10GR2 installed,Database,4 - Low,2,FALSE
Inquiry / Help,Resolved,2023-12-05 2:10:03,2023-12-01 4:34:00,Howard Johnson,INC0000511,system,,brad Haddin,brad Haddin,2023-12-09 17:15:02,Unable to connect to the database,Hadoop admin,5 - Planning,1,FALSE
Inquiry / Help,Closed,2023-12-10 5:44:39,2023-12-02 9:51:00,Beth Anglin,INC0000032,admin,,David Loo,Joe Employee,2023-12-07 19:08:01,EMAIL Server Down Again,Hardware,5 - Planning,1,FALSE
Network,Closed,2023-12-09 17:15:02,2023-12-03 7:21:00,Luke Wilson,INC0000049,admin,"450 Lexington Avenue, New York,NY",Don Goodliffe,Beth Anglin,2023-12-06 21:57:39,Network storage unavailable,Hardware,2 - High,5,FALSE
Hardware,Closed,2023-12-07 19:08:01,2023-12-04 13:22:00,Howard Johnson,INC0000005,system,"Bockenheimer Landstraße 223, Frankfurt",Bud Richman,Alejandro Mascall,2023-12-15 17:24:42,CPU load high for over 10 minutes,Hardware,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-12-06 21:57:39,2023-12-04 20:14:00,Beth Anglin,INC0000033,admin,"324 South State Street, Salt Lake City,UT",Don Goodliffe,David Loo,2023-12-09 12:22:45,File Server is 80% full - Needs upgrade,Hardware,1 - Critical,1,FALSE
Hardware,Closed,2023-12-15 17:24:42,2023-12-04 20:19:00,Charlie Whitherspoon,INC0000050,admin,San Diego,Beth Anglin,Jerrod Bennett,2023-12-14 6:24:14,Can't access Exchange server - is it down?,Hardware,1 - Critical,6,FALSE
Hardware,Closed,2023-12-09 12:22:45,2023-12-05 11:43:00,Luke Wilson,INC0000016,admin,"1050 Sunnyview Road Northeast, Salem,OR",ITIL User,Bow Ruggeri,2023-12-07 16:11:16,Rain is leaking on main DNS Server,Hardware,1 - Critical,2,FALSE
Inquiry / Help,Closed,2023-12-14 6:24:14,2023-12-05 15:02:00,Luke Wilson,INC0000008,admin,"Five Points 2009 Fairview RD, Raleigh, NC",ITIL User,Joe Employee,2023-12-17 0:37:07,Printer in my office is out of toner,Hardware,1 - Critical,1,FALSE
Inquiry / Help,Resolved,2023-12-07 16:11:16,2023-12-06 0:31:00,Fred Luddy,INC0000011,admin,"324 South State Street, Salt Lake City,UT",ITIL User,Don Goodliffe,2023-12-19 2:53:45,Need new Blackberry set up,Hardware,3 - Moderate,2,FALSE
Hardware,Resolved,2023-12-17 0:37:07,2023-12-07 0:44:00,Howard Johnson,INC0000026,admin,,Don Goodliffe,Rick Berzle,2023-12-15 13:12:57,Seem to have an issue with my hard drive...,Hardware,5 - Planning,2,FALSE
Software,Closed,2023-12-19 2:53:45,2023-12-08 0:32:00,Beth Anglin,INC0000507,system,,Major Incident Manager,Amelia Caputo,2023-12-11 12:52:00,SAP Controlling app down?,Major Incident Management,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-12-15 13:12:57,2023-12-09 3:58:00,Fred Luddy,INC0000530,system,,Don Goodliffe,brad Haddin,2023-12-14 20:37:19,Unable to upgrade ClipboardManager tool,Major Incident Management,5 - Planning,7,FALSE
Network,Resolved,2023-12-11 12:52:00,2023-12-10 12:52:00,Howard Johnson,INC0000039,admin,"1050 Sunnyview Road Northeast, Salem,OR",Major Incident Manager,Bud Richman,2023-12-12 19:10:00,Trouble getting to Oregon mail server,Network,5 - Planning,2,FALSE
Network,Resolved,2023-12-14 20:37:19,2023-12-11 17:57:00,Howard Johnson,INC0000003,admin,"324 South State Street, Salt Lake City,UT",Beth Anglin,Joe Employee,2023-12-14 13:02:12,Wireless access is down in my area,Network,1 - Critical,2,FALSE
Network,Resolved,2023-12-12 19:10:00,2023-12-11 19:10:00,Charlie Whitherspoon,INC0000002,admin,"1050 Sunnyview Road Northeast, Salem,OR",Howard Johnson,Fred Luddy,2023-12-17 23:44:55,Network file shares access issue,Network,1 - Critical,1,FALSE
Inquiry / Help,Closed,2023-12-14 13:02:12,2023-12-12 8:51:00,Fred Luddy,INC0000036,admin,San Diego,Luke Wilson,Carol Coughlin,2023-12-15 3:54:00,Issue with networking,Network,5 - Planning,1,FALSE
Inquiry / Help,Resolved,2023-12-17 23:44:55,2023-12-12 15:28:00,Fred Luddy,INC0000060,employee,,David Loo,Joe Employee,2023-12-22 14:45:04,Unable to connect to email,Network,3 - Moderate,2,FALSE
Hardware,Resolved,2023-12-15 3:54:00,2023-12-14 3:54:00,Luke Wilson,INC0000030,admin,,David Loo,Rick Berzle,2024-01-04 0:08:19,Lost connection to the wireless network,Network,5 - Planning,1,FALSE
Hardware,Closed,2023-12-22 14:45:04,2023-12-17 8:06:00,Luke Wilson,INC0007001,system,,,David Miller,2023-12-26 8:26:26,Employee payroll application server is down.,Openspace,1 - Critical,1,FALSE
Inquiry / Help,Closed,2024-01-04 0:08:19,2023-12-18 4:38:00,Howard Johnson,INC0000035,admin,"1050 Sunnyview Road Northeast, Salem,OR",Luke Wilson,Natasha Ingram,2023-12-28 23:19:23,Reset my password,Service Desk,5 - Planning,2,FALSE
Network,Resolved,2023-12-26 8:26:26,2023-12-18 11:13:00,Fred Luddy,INC0000001,admin,"2617 South Robinson Avenue, Oklahoma City,OK",Charlie Whitherspoon,Fred Luddy,2024-01-01 4:47:57,Can't read email,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Resolved,2023-12-28 23:19:23,2023-12-19 5:43:00,Luke Wilson,INC0000009,admin,San Diego,David Loo,Rick Berzle,2023-12-27 23:15:07,Reset my password,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Closed,2024-01-01 4:47:57,2023-12-19 7:32:00,Beth Anglin,INC0000028,admin,,Don Goodliffe,Rick Berzle,2024-01-03 16:58:26,My disk is still having issues. Can't delete a file,Service Desk,5 - Planning,2,FALSE
Inquiry / Help,Resolved,2023-12-27 23:15:07,2023-12-23 18:43:00,Beth Anglin,INC0000503,system,,Beth Anglin,Barbara Hindley,2024-01-09 12:37:13,SAP Materials Mgmt outage,Service Desk,1 - Critical,2,FALSE
Inquiry / Help,Closed,2024-01-03 16:58:26,2023-12-26 0:19:00,Charlie Whitherspoon,INC0000501,system,,Beth Anglin,Alejandro Mascall,2024-01-04 10:16:12,Email Server Down Again,Service Desk,1 - Critical,3,FALSE
Inquiry / Help,Resolved,2024-01-09 12:37:13,2023-12-26 0:25:00,Luke Wilson,INC0000004,admin,,Bud Richman,Fred Luddy,2024-01-06 13:12:25,Forgot email password,Service Desk,1 - Critical,1,FALSE
Inquiry / Help,Resolved,2024-01-04 10:16:12,2023-12-26 16:08:00,Beth Anglin,INC0000504,system,,,Bert Schadle,2024-01-03 16:45:20,SAP Materials Management is slow or there is an outage,Service Desk,1 - Critical,4,FALSE
Inquiry / Help,Closed,2024-01-06 13:12:25,2023-12-28 6:15:00,Beth Anglin,INC0000024,admin,San Diego,ITIL User,Fred Luddy,2024-01-06 22:55:14,Issue with a web page on wiki,Service Desk,5 - Planning,2,FALSE
Software,Closed,2024-01-03 16:45:20,2023-12-28 22:22:00,Fred Luddy,INC0000054,admin,"153 South Sierra Avenue, Solana Beach,CA",,Christen Mitchell,2024-01-08 21:09:04,SAP Materials Management is slow or there is an outage,Service Desk,1 - Critical,5,FALSE
Inquiry / Help,Resolved,2024-01-06 22:55:14,2023-12-31 0:23:00,Charlie Whitherspoon,INC0000037,admin,"1050 Sunnyview Road Northeast, Salem,OR",Howard Johnson,Sam Sorokin,2024-01-08 9:17:43,Request for a new service,Service Desk,3 - Moderate,1,FALSE
Software,Closed,2024-01-08 21:09:04,2024-01-02 5:33:00,Fred Luddy,INC0000038,admin,"324 South State Street, Salt Lake City,UT",Luke Wilson,Bow Ruggeri,2024-01-16 19:13:13,my PDF docs are all locked from editing,Service Desk,4 - Low,1,FALSE
Inquiry / Help,Resolved,2024-01-08 9:17:43,2024-01-02 23:29:00,Charlie Whitherspoon,INC0000505,system,,David Loo,Chuck Farley,2024-01-10 15:38:49,Email/Exchange server is down,Service Desk,1 - Critical,6,FALSE
Inquiry / Help,Resolved,2024-01-16 19:13:13,2024-01-04 15:03:00,Fred Luddy,INC0000502,admin,,Beth Anglin,Warren Hacher,2024-01-07 3:03:47,Can't access SAP financial app,Service Desk,2 - High,7,FALSE
Software,Closed,2024-01-19 9:54:00,2024-01-18 9:54:00,Fred Luddy,INC0000052,system,"261 North Highway 101, Solana Beach,CA",Fred Luddy,Bud Richman,2024-01-21 13:40:00,SAP Financial Accounting application appears to be down,Software,1 - Critical,0,TRUE
Inquiry / Help,Closed,2024-01-07 3:03:47,2024-01-05 10:47:00,Beth Anglin,INC0000017,admin,,Fred Luddy,Joe Employee,2024-01-20 12:12:41,How do I create a sub-folder,Service Desk,1 - Critical,2,FALSE
Inquiry / Help,Resolved,2024-01-14 0:18:47,2024-01-05 16:43:00,Beth Anglin,INC0000029,admin,Johannesburg,Don Goodliffe,Charlie Whitherspoon,2024-01-13 7:11:08,I can't get my weather report,Service Desk,5 - Planning,2,FALSE
Network,Resolved,2024-02-12 22:31:48,2024-01-31 5:51:00,Howard Johnson,INC000000997,admin,Canada,Charlie Whitherspoon,David Loo,2024-02-12 22:31:48,Internet connection frequently dropping,Network,2 - High,0,TRUE
Software,Resolved,2024-01-13 7:11:08,2024-01-09 7:10:00,Howard Johnson,INC0000015,admin,"324 South State Street, Salt Lake City,UT",Don Goodliffe,Fred Luddy,2024-01-14 19:07:03,I can't launch my VPN client since the last software update,Software,1 - Critical,2,FALSE
Network,Resolved,2024-02-07 23:14:22,2024-01-31 18:48:00,Charlie Whitherspoon,INC000000998,employee,Australia,Howard Johnson,David Loo,2024-02-07 23:14:22,Network outage in Australia,Network,2 - High,0,TRUE
Software,Resolved,2024-01-14 19:07:03,2024-01-11 5:07:00,Luke Wilson,INC0000006,admin,"400 Pryor Street Southwest, Atlanta,GA",Howard Johnson,Joe Employee,2024-01-19 4:34:40,Hangs when trying to print VISIO document,Software,1 - Critical,2,FALSE
Inquiry / Help,Closed,2024-01-21 14:31:46,2024-01-13 6:18:00,Luke Wilson,INC0000047,admin,San Diego,Beth Anglin,Joe Employee,2024-01-21 17:52:21,Issue with email,Software,3 - Moderate,2,FALSE
Inquiry / Help,Resolved,2024-01-19 4:34:40,2024-01-15 2:05:00,Charlie Whitherspoon,INC0000013,admin,,David Loo,Joe Employee,2024-01-23 7:05:32,EMAIL is slow when an attachment is involved,Software,1 - Critical,2,FALSE
Hardware,Closed,2024-02-11 16:34:09,2024-01-31 21:20:00,Beth Anglin,INC000000999,employee,Australia,Fred Luddy,ITIL User,2024-02-11 16:34:09,Printer235 is not printing in Australia location,Hardware,1 - Critical,0,TRUE
Software,Closed,2024-01-23 7:05:32,2024-01-15 16:26:00,Luke Wilson,INC0000034,admin,,David Loo,Rick Berzle,2024-01-19 9:54:00,Does not look like a backup occurred last night,Software,1 - Critical,1,FALSE
Software,Closed,2024-01-26 14:08:14,2024-01-16 10:00:00,Beth Anglin,INC0000046,glide.maint,"324 South State Street, Salt Lake City,UT",David Loo,Bud Richman,2024-01-24 20:11:02,Can't access SFA software,Software,3 - Moderate,1,FALSE
